protein1,protein2,combined_score
ENSP00000002829,ENSP00000267205,260
ENSP00000002829,ENSP00000265171,328
ENSP00000002829,ENSP00000369375,313
ENSP00000002829,ENSP00000351905,161
ENSP00000002829,ENSP00000409315,167
ENSP00000002829,ENSP00000352138,277
ENSP00000002829,ENSP00000362139,543
ENSP00000002829,ENSP00000259371,196
ENSP00000002829,ENSP00000387435,226
ENSP00000002829,ENSP00000305288,261
ENSP00000002829,ENSP00000344115,253
ENSP00000002829,ENSP00000287097,178
ENSP00000002829,ENSP00000324122,235
ENSP00000002829,ENSP00000371798,212
ENSP00000002829,ENSP00000357461,226
ENSP00000002829,ENSP00000325819,191
ENSP00000002829,ENSP00000444201,179
ENSP00000002829,ENSP00000306512,167
ENSP00000002829,ENSP00000311032,220
ENSP00000002829,ENSP00000263851,349
ENSP00000002829,ENSP00000321606,298
ENSP00000002829,ENSP00000417335,550
ENSP00000002829,ENSP00000166244,541
ENSP00000002829,ENSP00000339850,158
ENSP00000002829,ENSP00000340677,167
ENSP00000002829,ENSP00000302216,168
ENSP00000002829,ENSP00000355925,265
ENSP00000002829,ENSP00000301904,213
ENSP00000002829,ENSP00000263257,184
ENSP00000002829,ENSP00000232461,419
ENSP00000002829,ENSP00000260600,164
ENSP00000002829,ENSP00000264012,217
ENSP00000002829,ENSP00000308461,423
ENSP00000002829,ENSP00000463325,153
ENSP00000002829,ENSP00000416523,185
ENSP00000002829,ENSP00000481038,194
ENSP00000002829,ENSP00000317272,536
ENSP00000002829,ENSP00000357393,803
ENSP00000002829,ENSP00000368022,151
ENSP00000002829,ENSP00000351646,156
ENSP00000002829,ENSP00000170564,191
ENSP00000002829,ENSP00000427926,264
ENSP00000002829,ENSP00000265077,193
ENSP00000002829,ENSP00000398736,164
ENSP00000002829,ENSP00000281537,221
ENSP00000002829,ENSP00000365437,153
ENSP00000002829,ENSP00000428518,181
ENSP00000002829,ENSP00000392423,325
ENSP00000002829,ENSP00000384193,159
ENSP00000002829,ENSP00000265459,217
ENSP00000002829,ENSP00000296755,336
ENSP00000002829,ENSP00000357206,269
ENSP00000002829,ENSP00000334941,229
ENSP00000002829,ENSP00000388325,196
ENSP00000002829,ENSP00000349594,165
ENSP00000002829,ENSP00000370485,219
ENSP00000002829,ENSP00000344786,187
ENSP00000002829,ENSP00000268035,158
ENSP00000002829,ENSP00000339467,248
ENSP00000002829,ENSP00000391592,193
ENSP00000002829,ENSP00000377721,290
ENSP00000002829,ENSP00000367301,213
ENSP00000002829,ENSP00000337451,513
ENSP00000002829,ENSP00000355402,233
ENSP00000002829,ENSP00000275815,650
ENSP00000002829,ENSP00000368759,229
ENSP00000002829,ENSP00000268679,150
ENSP00000002829,ENSP00000336829,173
ENSP00000002829,ENSP00000321835,169
ENSP00000002829,ENSP00000392762,298
ENSP00000002829,ENSP00000373278,163
ENSP00000002829,ENSP00000451040,377
ENSP00000002829,ENSP00000437489,205
ENSP00000002829,ENSP00000343200,154
ENSP00000002829,ENSP00000341083,182
ENSP00000002829,ENSP00000429243,169
ENSP00000002829,ENSP00000351250,217
ENSP00000002829,ENSP00000230361,243
ENSP00000002829,ENSP00000383516,187
ENSP00000002829,ENSP00000200181,194
ENSP00000002829,ENSP00000227507,259
ENSP00000002829,ENSP00000327890,282
ENSP00000002829,ENSP00000331327,158
ENSP00000002829,ENSP00000266058,547
ENSP00000002829,ENSP00000355370,221
ENSP00000002829,ENSP00000359864,230
ENSP00000002829,ENSP00000219070,268
ENSP00000002829,ENSP00000011898,153
ENSP00000002829,ENSP00000359680,241
ENSP00000002829,ENSP00000234091,527
ENSP00000002829,ENSP00000352882,799
ENSP00000002829,ENSP00000434033,240
ENSP00000002829,ENSP00000233154,187
ENSP00000002829,ENSP00000302251,171
ENSP00000002829,ENSP00000314897,186
ENSP00000002829,ENSP00000383143,177
ENSP00000002829,ENSP00000352926,151
ENSP00000002829,ENSP00000317128,920
ENSP00000002829,ENSP00000261170,161
ENSP00000002829,ENSP00000395708,195
ENSP00000002829,ENSP00000317580,216
ENSP00000002829,ENSP00000353791,193
ENSP00000002829,ENSP00000358698,369
ENSP00000002829,ENSP00000397157,155
ENSP00000002829,ENSP00000380379,195
ENSP00000002829,ENSP00000404100,284
ENSP00000002829,ENSP00000379258,218
ENSP00000002829,ENSP00000341489,177
ENSP00000002829,ENSP00000229795,221
ENSP00000002829,ENSP00000357564,181
ENSP00000002829,ENSP00000261405,180
ENSP00000002829,ENSP00000358501,294
ENSP00000002829,ENSP00000266031,233
ENSP00000002829,ENSP00000256178,157
ENSP00000002829,ENSP00000302648,192
ENSP00000002829,ENSP00000265441,341
ENSP00000002829,ENSP00000297904,297
ENSP00000002829,ENSP00000321537,167
ENSP00000002829,ENSP00000263665,159
ENSP00000002829,ENSP00000265431,211
ENSP00000002829,ENSP00000263946,163
ENSP00000002829,ENSP00000043402,436
ENSP00000002829,ENSP00000217131,292
ENSP00000002829,ENSP00000371936,176
ENSP00000002829,ENSP00000394560,247
ENSP00000002829,ENSP00000306864,175
ENSP00000002829,ENSP00000347451,404
ENSP00000002829,ENSP00000407586,242
ENSP00000002829,ENSP00000367208,156
ENSP00000002829,ENSP00000261918,168
ENSP00000002829,ENSP00000316842,151
ENSP00000002829,ENSP00000296474,517
ENSP00000002829,ENSP00000277120,309
ENSP00000002829,ENSP00000354207,216
ENSP00000002829,ENSP00000288840,151
ENSP00000002829,ENSP00000450962,188
ENSP00000002829,ENSP00000252999,223
ENSP00000002829,ENSP00000290015,167
ENSP00000002829,ENSP00000246792,483
ENSP00000002829,ENSP00000358696,965
ENSP00000002829,ENSP00000353734,163
ENSP00000002829,ENSP00000371219,238
ENSP00000002829,ENSP00000297157,232
ENSP00000002829,ENSP00000336740,224
ENSP00000002829,ENSP00000357392,805
ENSP00000002829,ENSP00000357268,165
ENSP00000002829,ENSP00000307046,164
ENSP00000002829,ENSP00000331544,172
ENSP00000002829,ENSP00000356954,187
ENSP00000002829,ENSP00000337697,219
ENSP00000002829,ENSP00000280333,183
ENSP00000002829,ENSP00000384620,269
ENSP00000002829,ENSP00000381003,156
ENSP00000002829,ENSP00000311905,166
ENSP00000002829,ENSP00000320084,150
ENSP00000002829,ENSP00000441913,155
ENSP00000002829,ENSP00000215368,805
ENSP00000002829,ENSP00000233146,187
ENSP00000002829,ENSP00000480763,543
ENSP00000002829,ENSP00000250448,163
ENSP00000002829,ENSP00000384570,157
ENSP00000002829,ENSP00000352834,150
ENSP00000002829,ENSP00000219197,159
ENSP00000002829,ENSP00000295633,313
ENSP00000002829,ENSP00000252575,187
ENSP00000002829,ENSP00000411145,249
ENSP00000002829,ENSP00000341171,172
ENSP00000002829,ENSP00000443957,193
ENSP00000002829,ENSP00000346508,165
ENSP00000002829,ENSP00000432586,161
ENSP00000002829,ENSP00000426741,181
ENSP00000002829,ENSP00000363827,361
ENSP00000002829,ENSP00000362186,294
ENSP00000002829,ENSP00000264741,195
ENSP00000002829,ENSP00000264042,297
ENSP00000002829,ENSP00000325146,214
ENSP00000002829,ENSP00000358490,254
ENSP00000002829,ENSP00000469455,482
ENSP00000002829,ENSP00000424226,224
ENSP00000002829,ENSP00000294485,366
ENSP00000002829,ENSP00000478927,207
ENSP00000002829,ENSP00000418081,161
ENSP00000002829,ENSP00000324404,311
ENSP00000002829,ENSP00000451828,441
ENSP00000002829,ENSP00000315465,229
ENSP00000002829,ENSP00000272430,174
ENSP00000002829,ENSP00000357909,156
ENSP00000002829,ENSP00000397297,486
ENSP00000002829,ENSP00000380093,208
ENSP00000002829,ENSP00000442736,920
ENSP00000002829,ENSP00000417185,159
ENSP00000002829,ENSP00000367655,208
ENSP00000002829,ENSP00000359345,258
ENSP00000002829,ENSP00000435585,182
ENSP00000002829,ENSP00000261797,164
ENSP00000002829,ENSP00000212355,189
ENSP00000002829,ENSP00000229239,242
ENSP00000002829,ENSP00000380942,286
ENSP00000002829,ENSP00000001146,189
ENSP00000002829,ENSP00000247271,513
ENSP00000002829,ENSP00000269571,324
ENSP00000002829,ENSP00000428489,155
ENSP00000002829,ENSP00000348461,281
ENSP00000002829,ENSP00000222598,153
ENSP00000002829,ENSP00000297323,164
ENSP00000002829,ENSP00000218006,161
ENSP00000002829,ENSP00000231004,171
ENSP00000002829,ENSP00000264657,161
ENSP00000002829,ENSP00000381097,564
ENSP00000002829,ENSP00000230658,292
ENSP00000002829,ENSP00000376345,170
ENSP00000002829,ENSP00000353030,282
ENSP00000002829,ENSP00000362354,204
ENSP00000002829,ENSP00000332118,574
ENSP00000002829,ENSP00000428340,211
ENSP00000002829,ENSP00000377047,171
ENSP00000002829,ENSP00000284981,259
ENSP00000002829,ENSP00000262554,225
ENSP00000002829,ENSP00000419782,296
ENSP00000002829,ENSP00000331040,211
ENSP00000002829,ENSP00000414303,531
ENSP00000002829,ENSP00000341170,202
ENSP00000002829,ENSP00000316543,151
ENSP00000002829,ENSP00000413418,382
ENSP00000002829,ENSP00000300952,200
ENSP00000002829,ENSP00000313670,156
ENSP00000002829,ENSP00000239144,358
ENSP00000002829,ENSP00000249363,223
ENSP00000002829,ENSP00000368924,150
ENSP00000002829,ENSP00000252804,191
ENSP00000002829,ENSP00000347665,300
ENSP00000002829,ENSP00000254958,241
ENSP00000002829,ENSP00000381105,152
ENSP00000002829,ENSP00000233623,156
ENSP00000002829,ENSP00000295108,188
ENSP00000002829,ENSP00000379818,157
ENSP00000002829,ENSP00000261799,254
ENSP00000002829,ENSP00000393312,226
ENSP00000002829,ENSP00000364886,290
ENSP00000002829,ENSP00000402257,150
ENSP00000002829,ENSP00000377428,309
ENSP00000002829,ENSP00000222145,202
ENSP00000002829,ENSP00000387356,186
ENSP00000002829,ENSP00000222792,152
ENSP00000002829,ENSP00000450482,151
ENSP00000002829,ENSP00000231461,264
ENSP00000002829,ENSP00000297350,151
ENSP00000002829,ENSP00000342235,205
ENSP00000002829,ENSP00000366413,177
ENSP00000002829,ENSP00000263321,188
ENSP00000002829,ENSP00000480791,171
ENSP00000002829,ENSP00000383303,443
ENSP00000002829,ENSP00000293973,210
ENSP00000002829,ENSP00000363763,543
ENSP00000002829,ENSP00000330633,309
ENSP00000002829,ENSP00000341198,448
ENSP00000002829,ENSP00000352162,161
ENSP00000002829,ENSP00000386741,178
ENSP00000002829,ENSP00000315182,240
ENSP00000002829,ENSP00000386346,183
ENSP00000002829,ENSP00000281821,568
ENSP00000002829,ENSP00000234198,206
ENSP00000002829,ENSP00000332164,598
ENSP00000002829,ENSP00000401853,225
ENSP00000002829,ENSP00000352414,170
ENSP00000002829,ENSP00000435466,290
ENSP00000002829,ENSP00000281171,166
ENSP00000002829,ENSP00000264634,358
ENSP00000002829,ENSP00000261937,429
ENSP00000002829,ENSP00000281321,175
ENSP00000002829,ENSP00000379396,156
ENSP00000002829,ENSP00000354478,208
ENSP00000002829,ENSP00000385035,151
ENSP00000002829,ENSP00000263025,217
ENSP00000002829,ENSP00000377061,968
ENSP00000002829,ENSP00000220507,299
ENSP00000002829,ENSP00000326371,197
ENSP00000002829,ENSP00000215530,160
ENSP00000002829,ENSP00000366267,225
ENSP00000002829,ENSP00000366307,298
ENSP00000002829,ENSP00000414287,170
ENSP00000002829,ENSP00000256682,243
ENSP00000002829,ENSP00000385720,370
ENSP00000002829,ENSP00000353331,310
ENSP00000002829,ENSP00000422591,529
ENSP00000002829,ENSP00000362409,201
ENSP00000002829,ENSP00000483552,418
ENSP00000002829,ENSP00000311405,192
ENSP00000002829,ENSP00000370256,167
ENSP00000002829,ENSP00000261751,433
ENSP00000002829,ENSP00000265074,161
ENSP00000002829,ENSP00000297261,440
ENSP00000002829,ENSP00000265371,981
ENSP00000002829,ENSP00000356000,809
ENSP00000002829,ENSP00000264170,183
ENSP00000002829,ENSP00000263388,194
ENSP00000002829,ENSP00000478570,788
ENSP00000002829,ENSP00000379975,234
ENSP00000002829,ENSP00000264039,391
ENSP00000002829,ENSP00000007722,160
ENSP00000002829,ENSP00000366694,307
ENSP00000002829,ENSP00000380378,164
ENSP00000002829,ENSP00000316729,245
ENSP00000002829,ENSP00000256078,221
ENSP00000002829,ENSP00000379980,288
ENSP00000002829,ENSP00000354487,231
ENSP00000002829,ENSP00000349022,153
ENSP00000002829,ENSP00000413537,290
ENSP00000002829,ENSP00000374323,684
ENSP00000002829,ENSP00000172229,257
ENSP00000002829,ENSP00000380034,178
ENSP00000002829,ENSP00000272164,204
ENSP00000002829,ENSP00000334665,296
ENSP00000002829,ENSP00000350928,237
ENSP00000002829,ENSP00000418194,177
ENSP00000002829,ENSP00000344456,172
ENSP00000002829,ENSP00000231420,188
ENSP00000002829,ENSP00000482841,150
ENSP00000002829,ENSP00000312506,355
ENSP00000002829,ENSP00000479618,243
ENSP00000002829,ENSP00000304283,308
ENSP00000002829,ENSP00000431603,238
ENSP00000002829,ENSP00000335397,156
ENSP00000002829,ENSP00000384537,152
ENSP00000002829,ENSP00000467290,203
ENSP00000002829,ENSP00000394720,161
ENSP00000002829,ENSP00000361664,161
ENSP00000002829,ENSP00000385675,161
ENSP00000002829,ENSP00000357177,287
ENSP00000002829,ENSP00000368314,433
ENSP00000002829,ENSP00000358525,488
ENSP00000002829,ENSP00000362717,187
ENSP00000002829,ENSP00000341032,280
ENSP00000002829,ENSP00000440945,213
ENSP00000002829,ENSP00000386884,290
ENSP00000002829,ENSP00000226218,239
ENSP00000002829,ENSP00000285018,293
ENSP00000002829,ENSP00000485610,290
ENSP00000002829,ENSP00000349932,162
ENSP00000002829,ENSP00000247153,155
ENSP00000002829,ENSP00000328169,289
ENSP00000002829,ENSP00000347454,160
ENSP00000002829,ENSP00000436376,219
ENSP00000002829,ENSP00000376921,372
ENSP00000002829,ENSP00000222399,151
ENSP00000002829,ENSP00000346671,264
ENSP00000002829,ENSP00000468500,218
ENSP00000002829,ENSP00000232501,393
ENSP00000002829,ENSP00000341551,188
ENSP00000002829,ENSP00000328777,795
ENSP00000002829,ENSP00000428426,157
ENSP00000002829,ENSP00000273179,211
ENSP00000002829,ENSP00000452126,366
ENSP00000002829,ENSP00000359085,390
ENSP00000002829,ENSP00000271588,153
ENSP00000002829,ENSP00000299164,192
ENSP00000002829,ENSP00000340998,425
ENSP00000002829,ENSP00000318142,198
ENSP00000002829,ENSP00000351209,543
ENSP00000002829,ENSP00000424765,183
ENSP00000002829,ENSP00000266744,202
ENSP00000002829,ENSP00000278198,161
ENSP00000002829,ENSP00000377549,173
ENSP00000002829,ENSP00000317232,183
ENSP00000002829,ENSP00000278833,169
ENSP00000002829,ENSP00000313423,294
ENSP00000002829,ENSP00000287008,188
ENSP00000002829,ENSP00000240328,176
ENSP00000002829,ENSP00000371790,195
ENSP00000002829,ENSP00000357152,293
ENSP00000002829,ENSP00000321797,288
ENSP00000002829,ENSP00000380638,203
ENSP00000002829,ENSP00000296181,184
ENSP00000002829,ENSP00000376048,468
ENSP00000002829,ENSP00000377854,290
ENSP00000002829,ENSP00000262316,266
ENSP00000002829,ENSP00000215832,215
ENSP00000002829,ENSP00000367756,222
ENSP00000002829,ENSP00000245323,805
ENSP00000002829,ENSP00000353582,961
ENSP00000002829,ENSP00000392500,221
ENSP00000002829,ENSP00000364979,168
ENSP00000002829,ENSP00000272233,249
ENSP00000002829,ENSP00000460236,250
ENSP00000002829,ENSP00000355896,185
ENSP00000002829,ENSP00000284523,209
ENSP00000002829,ENSP00000361405,231
ENSP00000002829,ENSP00000289104,315
ENSP00000002829,ENSP00000362444,189
ENSP00000002829,ENSP00000416015,304
ENSP00000002829,ENSP00000357669,340
ENSP00000002829,ENSP00000257414,201
ENSP00000002829,ENSP00000366347,150
ENSP00000002829,ENSP00000346839,433
ENSP00000002829,ENSP00000414378,798
ENSP00000002829,ENSP00000167586,150
ENSP00000002829,ENSP00000325355,158
ENSP00000002829,ENSP00000332371,167
ENSP00000002829,ENSP00000284984,156
ENSP00000002829,ENSP00000228825,238
ENSP00000002829,ENSP00000305714,251
ENSP00000002829,ENSP00000221485,210
ENSP00000002829,ENSP00000225512,226
ENSP00000002829,ENSP00000301200,151
ENSP00000002829,ENSP00000440428,419
ENSP00000002829,ENSP00000408005,153
ENSP00000002829,ENSP00000351591,212
ENSP00000003084,ENSP00000225275,358
ENSP00000003084,ENSP00000294312,173
ENSP00000003084,ENSP00000363458,900
ENSP00000003084,ENSP00000442318,168
ENSP00000003084,ENSP00000392411,259
ENSP00000003084,ENSP00000351185,398
ENSP00000003084,ENSP00000363993,903
ENSP00000003084,ENSP00000300060,322
ENSP00000003084,ENSP00000401445,189
ENSP00000003084,ENSP00000418915,256
ENSP00000003084,ENSP00000327801,266
ENSP00000003084,ENSP00000362716,227
ENSP00000003084,ENSP00000260402,158
ENSP00000003084,ENSP00000346667,410
ENSP00000003084,ENSP00000297991,468
ENSP00000003084,ENSP00000243924,211
ENSP00000003084,ENSP00000478320,305
ENSP00000003084,ENSP00000349252,230
ENSP00000003084,ENSP00000371253,275
ENSP00000003084,ENSP00000310572,901
ENSP00000003084,ENSP00000350815,664
ENSP00000003084,ENSP00000400995,162
ENSP00000003084,ENSP00000245206,259
ENSP00000003084,ENSP00000419378,571
ENSP00000003084,ENSP00000242839,336
ENSP00000003084,ENSP00000432568,209
ENSP00000003084,ENSP00000379138,186
ENSP00000003084,ENSP00000363041,400
ENSP00000003084,ENSP00000380271,357
ENSP00000003084,ENSP00000252818,161
ENSP00000003084,ENSP00000427428,171
ENSP00000003084,ENSP00000327048,171
ENSP00000003084,ENSP00000331487,304
ENSP00000003084,ENSP00000360423,217
ENSP00000003084,ENSP00000325822,200
ENSP00000003084,ENSP00000332756,211
ENSP00000003084,ENSP00000295256,355
ENSP00000003084,ENSP00000350052,179
ENSP00000003084,ENSP00000350310,245
ENSP00000003084,ENSP00000426503,173
ENSP00000003084,ENSP00000231509,311
ENSP00000003084,ENSP00000440643,328
ENSP00000003084,ENSP00000361238,222
ENSP00000003084,ENSP00000265316,354
ENSP00000003084,ENSP00000263370,223
ENSP00000003084,ENSP00000387694,191
ENSP00000003084,ENSP00000309463,151
ENSP00000003084,ENSP00000480221,169
ENSP00000003084,ENSP00000383118,208
ENSP00000003084,ENSP00000365714,540
ENSP00000003084,ENSP00000357494,312
ENSP00000003084,ENSP00000230085,900
ENSP00000003084,ENSP00000221930,265
ENSP00000003084,ENSP00000384881,251
ENSP00000003084,ENSP00000234488,456
ENSP00000003084,ENSP00000438248,794
ENSP00000003084,ENSP00000159087,316
ENSP00000003084,ENSP00000231454,217
ENSP00000003084,ENSP00000347742,681
ENSP00000003084,ENSP00000243253,542
ENSP00000003084,ENSP00000369725,188
ENSP00000003084,ENSP00000346240,384
ENSP00000003084,ENSP00000371152,174
ENSP00000003084,ENSP00000447378,443
ENSP00000003084,ENSP00000482835,902
ENSP00000003084,ENSP00000379612,239
ENSP00000003084,ENSP00000375881,225
ENSP00000003084,ENSP00000371634,161
ENSP00000003084,ENSP00000320239,224
ENSP00000003084,ENSP00000304353,150
ENSP00000003084,ENSP00000354724,262
ENSP00000003084,ENSP00000236671,174
ENSP00000003084,ENSP00000244289,196
ENSP00000003084,ENSP00000352527,248
ENSP00000003084,ENSP00000253255,623
ENSP00000003084,ENSP00000340836,449
ENSP00000003084,ENSP00000201586,210
ENSP00000003084,ENSP00000011653,901
ENSP00000003084,ENSP00000332449,186
ENSP00000003084,ENSP00000386029,540
ENSP00000003084,ENSP00000307786,245
ENSP00000003084,ENSP00000378408,151
ENSP00000003084,ENSP00000365858,151
ENSP00000003084,ENSP00000391211,905
ENSP00000003084,ENSP00000463778,157
ENSP00000003084,ENSP00000337949,242
ENSP00000003084,ENSP00000305355,271
ENSP00000003084,ENSP00000340820,193
ENSP00000003084,ENSP00000359729,521
ENSP00000003084,ENSP00000373648,153
ENSP00000003084,ENSP00000303522,904
ENSP00000003084,ENSP00000304845,171
ENSP00000003084,ENSP00000218104,266
ENSP00000003084,ENSP00000382684,158
ENSP00000003084,ENSP00000284476,155
ENSP00000003084,ENSP00000267199,151
ENSP00000003084,ENSP00000359216,201
ENSP00000003084,ENSP00000376889,163
ENSP00000003084,ENSP00000359506,161
ENSP00000003084,ENSP00000332413,734
ENSP00000003084,ENSP00000416561,187
ENSP00000003084,ENSP00000358301,223
ENSP00000003084,ENSP00000359245,317
ENSP00000003084,ENSP00000357905,187
ENSP00000003084,ENSP00000336831,199
ENSP00000003084,ENSP00000426119,186
ENSP00000003084,ENSP00000280700,154
ENSP00000003084,ENSP00000481321,592
ENSP00000003084,ENSP00000381581,256
ENSP00000003084,ENSP00000426909,252
ENSP00000003084,ENSP00000282728,165
ENSP00000003084,ENSP00000377768,184
ENSP00000003084,ENSP00000345494,167
ENSP00000003084,ENSP00000484398,186
ENSP00000003084,ENSP00000362680,412
ENSP00000003084,ENSP00000292169,230
ENSP00000003084,ENSP00000333203,294
ENSP00000003084,ENSP00000326366,169
ENSP00000003084,ENSP00000435926,201
ENSP00000003084,ENSP00000253693,157
ENSP00000003084,ENSP00000353362,235
ENSP00000003084,ENSP00000326159,153
ENSP00000003084,ENSP00000275230,253
ENSP00000003084,ENSP00000302716,234
ENSP00000003084,ENSP00000414398,216
ENSP00000003084,ENSP00000359594,376
ENSP00000003084,ENSP00000355627,916
ENSP00000003084,ENSP00000481012,186
ENSP00000003084,ENSP00000355361,188
ENSP00000003084,ENSP00000433623,192
ENSP00000003084,ENSP00000301732,342
ENSP00000003084,ENSP00000404570,233
ENSP00000003084,ENSP00000391806,238
ENSP00000003084,ENSP00000381234,215
ENSP00000003084,ENSP00000027335,241
ENSP00000003084,ENSP00000367608,265
ENSP00000003084,ENSP00000321424,199
ENSP00000003084,ENSP00000304286,173
ENSP00000003084,ENSP00000331791,228
ENSP00000003084,ENSP00000297071,389
ENSP00000003084,ENSP00000398698,450
ENSP00000003084,ENSP00000218516,306
ENSP00000003084,ENSP00000351273,150
ENSP00000003084,ENSP00000411532,178
