protein1,protein2,combined_score
ENSP00000003100,ENSP00000477602,265
ENSP00000003100,ENSP00000355955,492
ENSP00000003100,ENSP00000227524,736
ENSP00000003100,ENSP00000420168,194
ENSP00000003100,ENSP00000363868,404
ENSP00000003100,ENSP00000353246,227
ENSP00000003100,ENSP00000377768,179
ENSP00000003100,ENSP00000265087,155
ENSP00000003100,ENSP00000228027,246
ENSP00000003100,ENSP00000315644,336
ENSP00000003100,ENSP00000363329,168
ENSP00000003100,ENSP00000376453,169
ENSP00000003100,ENSP00000254090,170
ENSP00000003100,ENSP00000253122,189
ENSP00000003100,ENSP00000378416,408
ENSP00000003100,ENSP00000381234,417
ENSP00000003100,ENSP00000485525,221
ENSP00000003100,ENSP00000357156,203
ENSP00000003100,ENSP00000249750,210
ENSP00000003100,ENSP00000445175,183
ENSP00000003100,ENSP00000283415,163
ENSP00000003100,ENSP00000339787,280
ENSP00000003100,ENSP00000349291,261
ENSP00000003100,ENSP00000304592,402
ENSP00000003100,ENSP00000355629,153
ENSP00000003100,ENSP00000297071,185
ENSP00000003100,ENSP00000333664,195
ENSP00000003100,ENSP00000419425,170
ENSP00000003100,ENSP00000350090,185
ENSP00000003100,ENSP00000323036,180
ENSP00000003100,ENSP00000309376,197
ENSP00000003100,ENSP00000334592,362
ENSP00000003100,ENSP00000419975,207
ENSP00000003100,ENSP00000397908,256
ENSP00000003100,ENSP00000246337,188
ENSP00000003100,ENSP00000301146,308
ENSP00000003100,ENSP00000272203,194
ENSP00000003100,ENSP00000357981,238
ENSP00000003100,ENSP00000295897,195
ENSP00000003100,ENSP00000274710,313
ENSP00000003100,ENSP00000261195,305
ENSP00000003100,ENSP00000287322,177
ENSP00000003100,ENSP00000231368,393
ENSP00000003100,ENSP00000478561,304
ENSP00000003100,ENSP00000449079,178
ENSP00000003100,ENSP00000289416,176
ENSP00000003100,ENSP00000273986,374
ENSP00000003100,ENSP00000269305,214
ENSP00000003100,ENSP00000271688,175
ENSP00000003100,ENSP00000264255,171
ENSP00000003100,ENSP00000242827,298
ENSP00000003100,ENSP00000280154,181
ENSP00000003100,ENSP00000316329,485
ENSP00000003100,ENSP00000359778,223
ENSP00000003100,ENSP00000384370,167
ENSP00000003100,ENSP00000308369,162
ENSP00000003100,ENSP00000334128,221
ENSP00000003100,ENSP00000310149,273
ENSP00000003100,ENSP00000309477,160
ENSP00000003100,ENSP00000368119,151
ENSP00000003100,ENSP00000317842,167
ENSP00000003100,ENSP00000379739,276
ENSP00000003100,ENSP00000446830,155
ENSP00000003100,ENSP00000265565,444
ENSP00000003100,ENSP00000354532,162
ENSP00000003100,ENSP00000379503,217
ENSP00000003100,ENSP00000457243,304
ENSP00000003100,ENSP00000265372,253
ENSP00000003100,ENSP00000353720,193
ENSP00000003100,ENSP00000000233,216
ENSP00000003100,ENSP00000320935,231
ENSP00000003100,ENSP00000280191,277
ENSP00000003100,ENSP00000279263,990
ENSP00000003100,ENSP00000275493,187
ENSP00000003100,ENSP00000274000,475
ENSP00000003100,ENSP00000265295,253
ENSP00000003100,ENSP00000353496,216
ENSP00000003100,ENSP00000371532,178
ENSP00000003100,ENSP00000481029,195
ENSP00000003100,ENSP00000339883,981
ENSP00000003100,ENSP00000333212,338
ENSP00000003100,ENSP00000365950,185
ENSP00000003100,ENSP00000417602,155
ENSP00000003100,ENSP00000307549,279
ENSP00000003100,ENSP00000301645,312
ENSP00000003100,ENSP00000357787,539
ENSP00000003100,ENSP00000331479,189
ENSP00000003100,ENSP00000356015,676
ENSP00000003100,ENSP00000348380,400
ENSP00000003100,ENSP00000417175,230
ENSP00000003100,ENSP00000363817,182
ENSP00000003100,ENSP00000480405,263
ENSP00000003100,ENSP00000322229,449
ENSP00000003100,ENSP00000242057,212
ENSP00000003100,ENSP00000275016,275
ENSP00000003100,ENSP00000251363,173
ENSP00000003100,ENSP00000265605,210
ENSP00000003100,ENSP00000250863,185
ENSP00000003100,ENSP00000482264,184
ENSP00000003100,ENSP00000368079,327
ENSP00000003100,ENSP00000413156,152
ENSP00000003100,ENSP00000454071,505
ENSP00000003100,ENSP00000477567,344
ENSP00000003100,ENSP00000317904,240
ENSP00000003100,ENSP00000356591,349
ENSP00000003100,ENSP00000473348,150
ENSP00000003100,ENSP00000199936,219
ENSP00000003100,ENSP00000313199,185
ENSP00000003100,ENSP00000447149,347
ENSP00000003100,ENSP00000329357,900
ENSP00000003100,ENSP00000274473,155
ENSP00000003100,ENSP00000420914,194
ENSP00000003100,ENSP00000482571,195
ENSP00000003100,ENSP00000341565,191
ENSP00000003100,ENSP00000379182,170
ENSP00000003100,ENSP00000388731,178
ENSP00000003100,ENSP00000373620,199
ENSP00000003100,ENSP00000225174,386
ENSP00000003100,ENSP00000265723,183
ENSP00000003100,ENSP00000305702,167
ENSP00000003100,ENSP00000265753,185
ENSP00000003100,ENSP00000359740,180
ENSP00000003100,ENSP00000380432,330
ENSP00000003100,ENSP00000478752,167
ENSP00000003100,ENSP00000320604,562
ENSP00000003100,ENSP00000304854,213
ENSP00000003100,ENSP00000392718,233
ENSP00000003100,ENSP00000297679,505
ENSP00000003100,ENSP00000211287,166
ENSP00000003100,ENSP00000360365,183
ENSP00000003100,ENSP00000245787,376
ENSP00000003100,ENSP00000430706,192
ENSP00000003100,ENSP00000315167,156
ENSP00000003100,ENSP00000389326,238
ENSP00000003100,ENSP00000278353,466
ENSP00000003100,ENSP00000386284,540
ENSP00000003100,ENSP00000443551,764
ENSP00000003100,ENSP00000256319,755
ENSP00000003100,ENSP00000356218,347
ENSP00000003100,ENSP00000369860,151
ENSP00000003100,ENSP00000243077,212
ENSP00000003100,ENSP00000318867,247
ENSP00000003100,ENSP00000387123,282
ENSP00000003100,ENSP00000379430,246
ENSP00000003100,ENSP00000316476,171
ENSP00000003100,ENSP00000302961,150
ENSP00000003100,ENSP00000306330,199
ENSP00000003100,ENSP00000367104,187
ENSP00000003100,ENSP00000405330,210
ENSP00000003100,ENSP00000425133,223
ENSP00000003100,ENSP00000438040,158
ENSP00000003100,ENSP00000334553,299
ENSP00000003100,ENSP00000335153,506
ENSP00000003100,ENSP00000350425,171
ENSP00000003100,ENSP00000337915,352
ENSP00000003100,ENSP00000318687,154
ENSP00000003100,ENSP00000348069,623
ENSP00000003100,ENSP00000283131,196
ENSP00000003100,ENSP00000381785,247
ENSP00000003100,ENSP00000332407,388
ENSP00000003100,ENSP00000272286,366
ENSP00000003100,ENSP00000414302,185
ENSP00000003100,ENSP00000360609,466
ENSP00000003100,ENSP00000360034,219
ENSP00000003100,ENSP00000346015,221
ENSP00000003100,ENSP00000362936,185
ENSP00000003100,ENSP00000334246,347
ENSP00000003100,ENSP00000382342,179
ENSP00000003100,ENSP00000268053,683
ENSP00000003100,ENSP00000337354,152
ENSP00000003100,ENSP00000447173,302
ENSP00000003100,ENSP00000370750,366
ENSP00000003100,ENSP00000434412,160
ENSP00000003100,ENSP00000220763,626
ENSP00000003100,ENSP00000377192,211
ENSP00000003100,ENSP00000342007,315
ENSP00000003100,ENSP00000478345,173
ENSP00000003100,ENSP00000265322,245
ENSP00000003100,ENSP00000389175,219
ENSP00000003100,ENSP00000401720,150
ENSP00000003100,ENSP00000348206,169
ENSP00000003100,ENSP00000359563,290
ENSP00000003100,ENSP00000261733,231
ENSP00000003100,ENSP00000285238,170
ENSP00000003100,ENSP00000360958,444
ENSP00000003100,ENSP00000381140,201
ENSP00000003100,ENSP00000477707,358
ENSP00000003100,ENSP00000358903,385
ENSP00000003100,ENSP00000417963,230
ENSP00000003100,ENSP00000292476,304
ENSP00000003100,ENSP00000254521,966
ENSP00000003100,ENSP00000313967,159
ENSP00000003100,ENSP00000349960,232
ENSP00000003100,ENSP00000272317,263
ENSP00000003100,ENSP00000314556,160
ENSP00000003100,ENSP00000357069,175
ENSP00000003100,ENSP00000357873,185
ENSP00000003100,ENSP00000399888,347
ENSP00000003100,ENSP00000437402,196
ENSP00000003100,ENSP00000385523,296
ENSP00000003100,ENSP00000360002,189
ENSP00000003100,ENSP00000353820,327
ENSP00000003100,ENSP00000319814,236
ENSP00000003100,ENSP00000332256,210
ENSP00000003100,ENSP00000358695,196
ENSP00000003100,ENSP00000450909,185
ENSP00000003100,ENSP00000351157,163
ENSP00000003100,ENSP00000362690,170
ENSP00000003100,ENSP00000310721,252
ENSP00000003100,ENSP00000265641,172
ENSP00000003100,ENSP00000297205,185
ENSP00000003100,ENSP00000253792,355
ENSP00000003100,ENSP00000252505,220
ENSP00000003100,ENSP00000311469,151
ENSP00000003100,ENSP00000198801,182
ENSP00000003100,ENSP00000308753,188
ENSP00000003100,ENSP00000269848,197
ENSP00000003100,ENSP00000391121,178
ENSP00000003100,ENSP00000438689,152
ENSP00000003100,ENSP00000385347,229
ENSP00000003100,ENSP00000479504,204
ENSP00000003100,ENSP00000261693,323
ENSP00000003100,ENSP00000367203,175
ENSP00000003100,ENSP00000349078,943
ENSP00000003100,ENSP00000465260,227
ENSP00000003100,ENSP00000327251,218
ENSP00000003100,ENSP00000297494,250
ENSP00000003100,ENSP00000485450,185
ENSP00000003100,ENSP00000353270,172
ENSP00000003100,ENSP00000217971,857
ENSP00000003100,ENSP00000357452,732
ENSP00000003100,ENSP00000309036,177
ENSP00000003100,ENSP00000300658,193
ENSP00000003100,ENSP00000239666,441
ENSP00000003100,ENSP00000384477,196
ENSP00000003100,ENSP00000341826,190
ENSP00000003100,ENSP00000479365,185
ENSP00000003100,ENSP00000339435,158
ENSP00000003100,ENSP00000256383,192
ENSP00000003100,ENSP00000366084,170
ENSP00000003100,ENSP00000241337,163
ENSP00000003100,ENSP00000424707,167
ENSP00000003100,ENSP00000301455,169
ENSP00000003100,ENSP00000478255,217
ENSP00000003100,ENSP00000376309,185
ENSP00000003100,ENSP00000256594,181
ENSP00000003100,ENSP00000378015,150
ENSP00000003100,ENSP00000308430,545
ENSP00000003100,ENSP00000361057,237
ENSP00000003100,ENSP00000261835,451
ENSP00000003100,ENSP00000325136,182
ENSP00000003100,ENSP00000244763,201
ENSP00000003100,ENSP00000335620,162
ENSP00000003100,ENSP00000364691,313
ENSP00000003100,ENSP00000246957,230
ENSP00000003100,ENSP00000398401,180
ENSP00000003100,ENSP00000216780,164
ENSP00000003100,ENSP00000325485,180
ENSP00000003100,ENSP00000175506,174
ENSP00000003100,ENSP00000241052,261
ENSP00000003100,ENSP00000228606,328
ENSP00000003100,ENSP00000289547,259
ENSP00000003100,ENSP00000420195,185
ENSP00000003100,ENSP00000321706,156
ENSP00000003100,ENSP00000318884,212
ENSP00000003100,ENSP00000370808,173
ENSP00000003100,ENSP00000264027,989
ENSP00000003100,ENSP00000445122,422
ENSP00000003100,ENSP00000333926,168
ENSP00000003100,ENSP00000293217,257
ENSP00000003100,ENSP00000233242,222
ENSP00000003100,ENSP00000443459,168
ENSP00000003100,ENSP00000360316,975
ENSP00000003100,ENSP00000229795,189
ENSP00000003100,ENSP00000322706,986
ENSP00000003100,ENSP00000314036,193
ENSP00000003100,ENSP00000301391,387
ENSP00000003100,ENSP00000284382,161
ENSP00000003100,ENSP00000260970,675
ENSP00000003100,ENSP00000346694,185
ENSP00000003100,ENSP00000269703,348
ENSP00000003100,ENSP00000367123,181
ENSP00000003100,ENSP00000350012,339
ENSP00000003100,ENSP00000355354,269
ENSP00000003100,ENSP00000348429,181
ENSP00000003100,ENSP00000363136,209
ENSP00000003100,ENSP00000339933,215
ENSP00000003100,ENSP00000369050,333
ENSP00000003100,ENSP00000414359,242
ENSP00000003100,ENSP00000416515,315
ENSP00000003100,ENSP00000451291,214
ENSP00000003100,ENSP00000351108,185
ENSP00000003100,ENSP00000416959,185
ENSP00000003100,ENSP00000407586,372
ENSP00000003100,ENSP00000480571,251
ENSP00000003100,ENSP00000381382,401
ENSP00000003100,ENSP00000216862,324
ENSP00000003100,ENSP00000297785,229
ENSP00000003100,ENSP00000241463,234
ENSP00000003100,ENSP00000477980,216
ENSP00000003100,ENSP00000361667,166
ENSP00000003100,ENSP00000360372,588
ENSP00000003100,ENSP00000265742,248
ENSP00000003100,ENSP00000281456,173
ENSP00000003100,ENSP00000324842,339
ENSP00000003100,ENSP00000340466,179
ENSP00000003100,ENSP00000306614,523
ENSP00000003100,ENSP00000354468,407
ENSP00000003100,ENSP00000408025,172
ENSP00000003100,ENSP00000388806,185
ENSP00000003100,ENSP00000263088,167
ENSP00000003100,ENSP00000359910,152
ENSP00000003100,ENSP00000322323,164
ENSP00000003100,ENSP00000370192,165
ENSP00000003100,ENSP00000316042,209
ENSP00000003100,ENSP00000217515,228
ENSP00000003100,ENSP00000291539,241
ENSP00000003100,ENSP00000200557,364
ENSP00000003100,ENSP00000260952,167
ENSP00000003100,ENSP00000333685,166
ENSP00000003100,ENSP00000251566,160
ENSP00000003100,ENSP00000398803,219
ENSP00000003100,ENSP00000333946,250
ENSP00000003100,ENSP00000442050,237
ENSP00000003100,ENSP00000356723,210
ENSP00000003100,ENSP00000448785,202
ENSP00000003100,ENSP00000419692,156
ENSP00000003100,ENSP00000368066,210
ENSP00000003100,ENSP00000412324,240
ENSP00000003100,ENSP00000360317,598
ENSP00000003100,ENSP00000264193,480
ENSP00000003100,ENSP00000390265,174
ENSP00000003100,ENSP00000368362,355
ENSP00000003100,ENSP00000359532,267
ENSP00000003100,ENSP00000301012,935
ENSP00000003100,ENSP00000260116,194
ENSP00000003100,ENSP00000261596,267
ENSP00000003100,ENSP00000283148,151
ENSP00000003100,ENSP00000261407,227
ENSP00000003100,ENSP00000325425,388
ENSP00000003100,ENSP00000339095,226
ENSP00000003100,ENSP00000358414,801
ENSP00000003100,ENSP00000378725,202
ENSP00000003100,ENSP00000244043,208
ENSP00000003100,ENSP00000368880,166
ENSP00000003100,ENSP00000332679,298
ENSP00000003100,ENSP00000356599,179
ENSP00000003100,ENSP00000378105,431
ENSP00000003100,ENSP00000265382,184
ENSP00000003100,ENSP00000278840,385
ENSP00000003100,ENSP00000352676,201
ENSP00000003100,ENSP00000415430,169
ENSP00000003100,ENSP00000308032,340
ENSP00000003100,ENSP00000360968,306
ENSP00000003100,ENSP00000379865,269
ENSP00000003100,ENSP00000358421,495
ENSP00000003100,ENSP00000417052,556
ENSP00000003100,ENSP00000483300,357
ENSP00000003100,ENSP00000451828,172
ENSP00000003100,ENSP00000465500,296
ENSP00000003100,ENSP00000367343,258
ENSP00000003100,ENSP00000285968,161
ENSP00000003100,ENSP00000360671,173
ENSP00000003100,ENSP00000295834,166
ENSP00000003100,ENSP00000477999,213
ENSP00000003100,ENSP00000229239,226
ENSP00000003100,ENSP00000001146,324
ENSP00000003100,ENSP00000356107,214
ENSP00000003100,ENSP00000377617,162
ENSP00000003100,ENSP00000451112,199
ENSP00000003100,ENSP00000360366,184
ENSP00000003100,ENSP00000377796,192
ENSP00000003100,ENSP00000216639,229
ENSP00000003100,ENSP00000364802,153
ENSP00000003100,ENSP00000205214,334
ENSP00000003100,ENSP00000416696,252
ENSP00000003100,ENSP00000234310,216
ENSP00000003100,ENSP00000478755,152
ENSP00000003100,ENSP00000448998,357
ENSP00000003100,ENSP00000252486,213
ENSP00000003100,ENSP00000262554,198
ENSP00000003100,ENSP00000260645,414
ENSP00000003100,ENSP00000358719,209
ENSP00000003100,ENSP00000373153,194
ENSP00000003100,ENSP00000333534,291
ENSP00000003100,ENSP00000356959,287
ENSP00000003100,ENSP00000337797,219
ENSP00000003100,ENSP00000216106,329
ENSP00000003100,ENSP00000298375,280
ENSP00000003100,ENSP00000281154,173
ENSP00000003100,ENSP00000430338,471
ENSP00000003100,ENSP00000229633,539
ENSP00000003100,ENSP00000463533,159
ENSP00000003100,ENSP00000238823,155
ENSP00000003100,ENSP00000285979,574
ENSP00000003100,ENSP00000349437,186
ENSP00000003100,ENSP00000409131,153
ENSP00000003100,ENSP00000264668,213
ENSP00000003100,ENSP00000450353,210
ENSP00000003100,ENSP00000393312,319
ENSP00000003100,ENSP00000324105,196
ENSP00000003100,ENSP00000411197,261
ENSP00000003100,ENSP00000199448,153
ENSP00000003100,ENSP00000265732,281
ENSP00000003100,ENSP00000336528,352
ENSP00000003100,ENSP00000347717,897
ENSP00000003100,ENSP00000330051,211
ENSP00000003100,ENSP00000437968,325
ENSP00000003100,ENSP00000376024,210
ENSP00000003100,ENSP00000481684,309
ENSP00000003100,ENSP00000301149,152
ENSP00000003100,ENSP00000325120,181
ENSP00000003100,ENSP00000360167,167
ENSP00000003100,ENSP00000336702,210
ENSP00000003100,ENSP00000238609,281
ENSP00000003100,ENSP00000341044,209
ENSP00000003100,ENSP00000381250,318
ENSP00000003100,ENSP00000387760,174
ENSP00000003100,ENSP00000420927,162
ENSP00000003100,ENSP00000430128,185
ENSP00000003100,ENSP00000408860,354
ENSP00000003100,ENSP00000296632,407
ENSP00000003100,ENSP00000220764,436
ENSP00000003100,ENSP00000431049,169
ENSP00000003100,ENSP00000366748,273
ENSP00000003100,ENSP00000479203,185
ENSP00000003100,ENSP00000218721,195
ENSP00000003100,ENSP00000266529,185
ENSP00000003100,ENSP00000402608,199
ENSP00000003100,ENSP00000232165,179
ENSP00000003100,ENSP00000458162,168
ENSP00000003100,ENSP00000216484,163
ENSP00000003100,ENSP00000240055,910
ENSP00000003100,ENSP00000344155,150
ENSP00000003100,ENSP00000473474,388
ENSP00000003100,ENSP00000256545,414
ENSP00000003100,ENSP00000236850,236
ENSP00000003100,ENSP00000380837,999
ENSP00000003100,ENSP00000293350,184
ENSP00000003100,ENSP00000246194,185
ENSP00000003100,ENSP00000303208,301
ENSP00000003100,ENSP00000349781,261
ENSP00000003100,ENSP00000479134,214
ENSP00000003100,ENSP00000419970,928
ENSP00000003100,ENSP00000299022,204
ENSP00000003100,ENSP00000376702,237
ENSP00000003100,ENSP00000480828,992
ENSP00000003100,ENSP00000365926,162
ENSP00000003100,ENSP00000318318,248
ENSP00000003100,ENSP00000285093,196
ENSP00000003100,ENSP00000377446,188
ENSP00000003100,ENSP00000346693,290
ENSP00000003100,ENSP00000263025,193
ENSP00000003100,ENSP00000426809,401
ENSP00000003100,ENSP00000233099,325
ENSP00000003100,ENSP00000344741,734
ENSP00000003100,ENSP00000356978,198
ENSP00000003100,ENSP00000232607,251
ENSP00000003100,ENSP00000299308,161
ENSP00000003100,ENSP00000346827,220
ENSP00000003100,ENSP00000263817,279
ENSP00000003100,ENSP00000290271,283
ENSP00000003100,ENSP00000287156,159
ENSP00000003100,ENSP00000344831,193
ENSP00000003100,ENSP00000465589,206
ENSP00000003100,ENSP00000285949,301
ENSP00000003100,ENSP00000341625,701
ENSP00000003100,ENSP00000371321,154
ENSP00000003100,ENSP00000295822,192
ENSP00000003100,ENSP00000264705,183
ENSP00000003100,ENSP00000310723,306
ENSP00000003100,ENSP00000307940,188
ENSP00000003100,ENSP00000354995,313
ENSP00000003100,ENSP00000385090,469
ENSP00000003100,ENSP00000345702,900
ENSP00000003100,ENSP00000384588,340
ENSP00000003100,ENSP00000393795,463
ENSP00000003100,ENSP00000361628,466
ENSP00000003100,ENSP00000440689,313
ENSP00000003100,ENSP00000360761,161
ENSP00000003100,ENSP00000400500,216
ENSP00000003100,ENSP00000253727,328
ENSP00000003100,ENSP00000359795,188
ENSP00000003100,ENSP00000354554,230
ENSP00000003100,ENSP00000356903,212
ENSP00000003100,ENSP00000464814,366
ENSP00000003100,ENSP00000319713,179
ENSP00000003100,ENSP00000362036,153
ENSP00000003100,ENSP00000219240,308
ENSP00000003100,ENSP00000386597,401
ENSP00000003100,ENSP00000358831,192
ENSP00000003100,ENSP00000260270,348
ENSP00000003100,ENSP00000309548,446
ENSP00000003100,ENSP00000265162,153
ENSP00000003100,ENSP00000345555,157
ENSP00000003100,ENSP00000360247,289
ENSP00000003100,ENSP00000429301,655
ENSP00000003100,ENSP00000379683,405
ENSP00000003100,ENSP00000411012,302
ENSP00000003100,ENSP00000358464,165
ENSP00000003100,ENSP00000256997,180
ENSP00000003100,ENSP00000253382,383
ENSP00000003100,ENSP00000341658,162
ENSP00000003100,ENSP00000424123,180
ENSP00000003100,ENSP00000320886,175
ENSP00000003100,ENSP00000265896,993
ENSP00000003100,ENSP00000181383,161
ENSP00000003100,ENSP00000287936,977
ENSP00000003100,ENSP00000355385,487
ENSP00000003100,ENSP00000222382,255
ENSP00000003100,ENSP00000345179,219
ENSP00000003100,ENSP00000268383,286
ENSP00000003100,ENSP00000363614,196
ENSP00000003100,ENSP00000349467,250
ENSP00000003100,ENSP00000320171,209
ENSP00000003100,ENSP00000384517,150
ENSP00000003100,ENSP00000451406,287
ENSP00000003100,ENSP00000263239,321
ENSP00000003100,ENSP00000362268,170
ENSP00000003100,ENSP00000327821,219
ENSP00000003100,ENSP00000320147,401
ENSP00000003100,ENSP00000366927,246
ENSP00000003100,ENSP00000454153,213
ENSP00000003100,ENSP00000437041,379
ENSP00000003100,ENSP00000360918,674
ENSP00000003100,ENSP00000372326,171
ENSP00000003100,ENSP00000359297,985
ENSP00000003100,ENSP00000356489,150
ENSP00000003100,ENSP00000261461,201
ENSP00000003100,ENSP00000221307,372
ENSP00000003100,ENSP00000421172,223
ENSP00000003100,ENSP00000370460,324
ENSP00000003100,ENSP00000377549,189
ENSP00000003100,ENSP00000434995,175
ENSP00000003100,ENSP00000292427,321
ENSP00000003100,ENSP00000462468,178
ENSP00000003100,ENSP00000265838,609
ENSP00000003100,ENSP00000224356,388
ENSP00000003100,ENSP00000355517,336
ENSP00000003100,ENSP00000326227,158
ENSP00000003100,ENSP00000363377,453
ENSP00000003100,ENSP00000246515,296
ENSP00000003100,ENSP00000221700,354
ENSP00000003100,ENSP00000311095,427
ENSP00000003100,ENSP00000379839,151
ENSP00000003100,ENSP00000291295,252
ENSP00000003100,ENSP00000215832,178
ENSP00000003100,ENSP00000270593,180
ENSP00000003100,ENSP00000209929,214
ENSP00000003100,ENSP00000343027,151
ENSP00000003100,ENSP00000219368,512
ENSP00000003100,ENSP00000381206,171
ENSP00000003100,ENSP00000480443,151
ENSP00000003100,ENSP00000359258,253
ENSP00000003100,ENSP00000240333,234
ENSP00000003100,ENSP00000234590,261
ENSP00000003100,ENSP00000287820,180
ENSP00000003100,ENSP00000300026,232
ENSP00000003100,ENSP00000276449,290
ENSP00000003100,ENSP00000250559,159
ENSP00000003100,ENSP00000366299,257
ENSP00000003100,ENSP00000346839,328
ENSP00000003100,ENSP00000406546,169
ENSP00000003100,ENSP00000264220,232
ENSP00000003100,ENSP00000267842,161
ENSP00000003100,ENSP00000229270,178
ENSP00000003100,ENSP00000359380,614
ENSP00000003100,ENSP00000369461,240
ENSP00000003100,ENSP00000419712,203
ENSP00000003100,ENSP00000290866,254
ENSP00000003100,ENSP00000370193,166
ENSP00000003100,ENSP00000261308,234
ENSP00000003100,ENSP00000311005,166
ENSP00000003100,ENSP00000405012,396
ENSP00000003100,ENSP00000297258,236
ENSP00000003100,ENSP00000298428,187
ENSP00000003100,ENSP00000242208,199
ENSP00000003100,ENSP00000463574,180
ENSP00000003100,ENSP00000360991,372
ENSP00000003100,ENSP00000354476,968
ENSP00000003100,ENSP00000341662,557
ENSP00000003100,ENSP00000256429,349
ENSP00000003100,ENSP00000389414,307
ENSP00000003302,ENSP00000442318,192
ENSP00000003302,ENSP00000344562,198
ENSP00000003302,ENSP00000383851,217
ENSP00000003302,ENSP00000418915,212
ENSP00000003302,ENSP00000377969,252
ENSP00000003302,ENSP00000478320,364
ENSP00000003302,ENSP00000409279,357
ENSP00000003302,ENSP00000261464,299
ENSP00000003302,ENSP00000396068,363
ENSP00000003302,ENSP00000281708,757
ENSP00000003302,ENSP00000351035,154
ENSP00000003302,ENSP00000445508,172
ENSP00000003302,ENSP00000459216,332
ENSP00000003302,ENSP00000331487,176
ENSP00000003302,ENSP00000264926,228
ENSP00000003302,ENSP00000425092,150
ENSP00000003302,ENSP00000355094,202
ENSP00000003302,ENSP00000426503,188
ENSP00000003302,ENSP00000350199,189
ENSP00000003302,ENSP00000340648,445
ENSP00000003302,ENSP00000387246,182
ENSP00000003302,ENSP00000378699,215
ENSP00000003302,ENSP00000303452,354
ENSP00000003302,ENSP00000355388,214
ENSP00000003302,ENSP00000480421,177
ENSP00000003302,ENSP00000401721,317
ENSP00000003302,ENSP00000444029,207
ENSP00000003302,ENSP00000368475,283
ENSP00000003302,ENSP00000264350,172
ENSP00000003302,ENSP00000482835,183
ENSP00000003302,ENSP00000439856,231
ENSP00000003302,ENSP00000385571,290
ENSP00000003302,ENSP00000425375,477
ENSP00000003302,ENSP00000274457,165
ENSP00000003302,ENSP00000483345,178
ENSP00000003302,ENSP00000279387,230
ENSP00000003302,ENSP00000239882,262
ENSP00000003302,ENSP00000427793,550
ENSP00000003302,ENSP00000428205,252
ENSP00000003302,ENSP00000278572,159
ENSP00000003302,ENSP00000378408,201
ENSP00000003302,ENSP00000254325,176
ENSP00000003302,ENSP00000348714,242
ENSP00000003302,ENSP00000391211,192
ENSP00000003302,ENSP00000242351,248
ENSP00000003302,ENSP00000364289,152
ENSP00000003302,ENSP00000235090,221
ENSP00000003302,ENSP00000359506,180
ENSP00000003302,ENSP00000460348,353
ENSP00000003302,ENSP00000262241,159
ENSP00000003302,ENSP00000394734,184
ENSP00000003302,ENSP00000384109,187
ENSP00000003302,ENSP00000349588,298
ENSP00000003302,ENSP00000316357,289
ENSP00000003302,ENSP00000378217,220
ENSP00000003302,ENSP00000356234,155
ENSP00000003302,ENSP00000297347,272
ENSP00000003302,ENSP00000383333,158
ENSP00000003302,ENSP00000343054,220
ENSP00000003302,ENSP00000269856,165
ENSP00000003302,ENSP00000369604,189
ENSP00000003302,ENSP00000296786,230
ENSP00000003302,ENSP00000433623,178
ENSP00000003302,ENSP00000264156,156
ENSP00000003302,ENSP00000216297,161
ENSP00000003302,ENSP00000276925,157
ENSP00000003302,ENSP00000348089,220
ENSP00000003302,ENSP00000361852,313
ENSP00000003302,ENSP00000349291,177
ENSP00000003302,ENSP00000361923,250
ENSP00000003302,ENSP00000414019,166
ENSP00000003302,ENSP00000265271,202
ENSP00000003302,ENSP00000265140,192
ENSP00000003302,ENSP00000262519,292
ENSP00000003302,ENSP00000260810,330
ENSP00000003302,ENSP00000358151,172
ENSP00000003302,ENSP00000206595,164
ENSP00000003302,ENSP00000356641,163
ENSP00000003302,ENSP00000417401,193
ENSP00000003302,ENSP00000358147,196
ENSP00000003302,ENSP00000300688,231
ENSP00000003302,ENSP00000361990,209
ENSP00000003302,ENSP00000263205,228
ENSP00000003302,ENSP00000419975,248
ENSP00000003302,ENSP00000269081,152
ENSP00000003302,ENSP00000305926,178
ENSP00000003302,ENSP00000435210,167
ENSP00000003302,ENSP00000379836,153
ENSP00000003302,ENSP00000357292,386
ENSP00000003302,ENSP00000382628,212
ENSP00000003302,ENSP00000384222,172
ENSP00000003302,ENSP00000368341,221
ENSP00000003302,ENSP00000237654,159
ENSP00000003302,ENSP00000292539,165
ENSP00000003302,ENSP00000261712,227
ENSP00000003302,ENSP00000346886,180
ENSP00000003302,ENSP00000481570,263
ENSP00000003302,ENSP00000364261,187
ENSP00000003302,ENSP00000377681,291
ENSP00000003302,ENSP00000377536,178
ENSP00000003302,ENSP00000216144,180
ENSP00000003302,ENSP00000384048,258
ENSP00000003302,ENSP00000348168,246
ENSP00000003302,ENSP00000296257,416
ENSP00000003302,ENSP00000262384,196
ENSP00000003302,ENSP00000260191,304
ENSP00000003302,ENSP00000472836,357
ENSP00000003302,ENSP00000298552,182
ENSP00000003302,ENSP00000335636,187
ENSP00000003302,ENSP00000311360,164
ENSP00000003302,ENSP00000379475,157
ENSP00000003302,ENSP00000416534,221
ENSP00000003302,ENSP00000282412,169
ENSP00000003302,ENSP00000261537,312
ENSP00000003302,ENSP00000276079,171
ENSP00000003302,ENSP00000326767,302
