Protein,idx
ENSP00000356468,10342
ENSP00000376475,13500
ENSP00000216780,438
ENSP00000282344,3938
ENSP00000480012,18816
ENSP00000417914,16356
ENSP00000383063,14416
ENSP00000392513,15179
ENSP00000351807,9634
ENSP00000353518,9812
ENSP00000233809,1059
ENSP00000380998,14174
ENSP00000247992,1494
ENSP00000478017,18642
ENSP00000366396,12289
ENSP00000334044,7964
ENSP00000380131,14047
ENSP00000311005,6099
ENSP00000353246,9780
ENSP00000371180,13026
ENSP00000362014,11500
ENSP00000258281,2069
ENSP00000387123,14898
ENSP00000263991,2805
ENSP00000354280,9889
ENSP00000474412,18487
ENSP00000362924,11708
ENSP00000358884,10856
ENSP00000362485,11619
ENSP00000359567,11009
ENSP00000369126,12708
ENSP00000415115,16191
ENSP00000348455,9275
ENSP00000335592,8135
ENSP00000312671,6259
ENSP00000339933,8453
ENSP00000261507,2346
ENSP00000401010,15578
ENSP00000357829,10645
ENSP00000351947,9646
ENSP00000321874,6930
ENSP00000263980,2803
ENSP00000279242,3795
ENSP00000379350,13921
ENSP00000378577,13809
ENSP00000484343,19210
ENSP00000381785,14292
ENSP00000361060,11301
ENSP00000275230,3635
ENSP00000380033,14030
ENSP00000414398,16154
ENSP00000384400,14546
ENSP00000430886,16979
ENSP00000472836,18428
ENSP00000417583,16330
ENSP00000347046,9129
ENSP00000361803,11452
ENSP00000421280,16585
ENSP00000225983,805
ENSP00000233154,1037
ENSP00000436785,17208
ENSP00000386884,14864
ENSP00000315630,6459
ENSP00000274547,3599
ENSP00000340887,8533
ENSP00000352414,9691
ENSP00000216037,356
ENSP00000376457,13496
ENSP00000378517,13802
ENSP00000364008,11910
ENSP00000243776,1320
ENSP00000386443,14801
ENSP00000367766,12507
ENSP00000333821,7934
ENSP00000359645,11028
ENSP00000371805,13113
ENSP00000395708,15326
ENSP00000386788,14850
ENSP00000379980,14023
ENSP00000430985,16986
ENSP00000312988,6282
ENSP00000263168,2660
ENSP00000226760,833
ENSP00000337949,8278
ENSP00000379496,13949
ENSP00000354923,10018
ENSP00000409279,15930
ENSP00000313967,6350
ENSP00000263354,2698
ENSP00000264230,2853
ENSP00000302393,5301
ENSP00000386759,14843
ENSP00000376800,13536
ENSP00000482075,19001
ENSP00000356382,10319
ENSP00000356438,10338
ENSP00000448785,17673
ENSP00000338766,8338
ENSP00000200652,238
ENSP00000424226,16700
ENSP00000272895,3503
ENSP00000295886,4656
ENSP00000200676,239
ENSP00000430269,16954
ENSP00000265431,3059
ENSP00000430338,16959
ENSP00000369461,12765
ENSP00000301244,5187
ENSP00000359596,11016
ENSP00000278412,3742
ENSP00000246532,1438
ENSP00000299798,5057
ENSP00000378360,13775
ENSP00000356591,10372
ENSP00000357199,10509
ENSP00000279146,3789
ENSP00000440984,17379
ENSP00000359045,10889
ENSP00000481878,18989
ENSP00000320295,6798
ENSP00000480158,18832
ENSP00000234313,1080
ENSP00000262518,2554
ENSP00000355511,10135
ENSP00000377036,13573
ENSP00000416255,16240
ENSP00000356515,10350
ENSP00000363779,11872
ENSP00000381237,14219
ENSP00000360762,11241
ENSP00000307093,5735
ENSP00000361883,11471
ENSP00000245222,1379
ENSP00000361021,11292
ENSP00000361664,11417
ENSP00000354201,9879
ENSP00000333496,7905
ENSP00000288466,4228
ENSP00000416583,16254
ENSP00000303057,5375
ENSP00000277895,3722
ENSP00000321475,6898
ENSP00000318298,6642
ENSP00000392025,15146
ENSP00000380638,14122
ENSP00000421566,16597
ENSP00000326301,7284
ENSP00000297679,4883
ENSP00000366654,12331
ENSP00000481570,18961
ENSP00000283882,4010
ENSP00000327336,7360
ENSP00000351137,9552
ENSP00000377280,13605
ENSP00000480059,18823
ENSP00000366036,12227
ENSP00000305077,5552
ENSP00000335636,8146
ENSP00000361418,11366
ENSP00000360217,11133
ENSP00000407323,15869
ENSP00000360525,11197
ENSP00000311857,6184
ENSP00000478255,18656
ENSP00000369050,12701
ENSP00000359098,10899
ENSP00000333266,7884
ENSP00000378217,13744
ENSP00000265459,3064
ENSP00000353032,9758
ENSP00000386902,14868
ENSP00000334276,7990
ENSP00000253577,1767
ENSP00000435370,17154
ENSP00000228945,898
ENSP00000419005,16422
ENSP00000426653,16788
ENSP00000202677,248
ENSP00000312021,6195
ENSP00000264009,2809
ENSP00000453858,17841
ENSP00000370750,12972
ENSP00000416561,16253
ENSP00000274376,3586
ENSP00000254066,1793
ENSP00000365280,12121
ENSP00000335083,8085
ENSP00000480946,18910
ENSP00000390762,15093
ENSP00000409581,15941
ENSP00000368678,12634
ENSP00000352676,9726
ENSP00000343200,8761
ENSP00000323853,7085
ENSP00000394487,15277
ENSP00000295408,4604
ENSP00000348380,9267
ENSP00000262316,2512
ENSP00000468767,18278
ENSP00000394071,15257
ENSP00000341940,8645
ENSP00000474529,18490
ENSP00000275815,3652
ENSP00000386597,14823
ENSP00000361245,11336
ENSP00000300179,5099
ENSP00000327251,7355
ENSP00000352678,9727
ENSP00000344115,8834
ENSP00000258198,2063
ENSP00000365210,12110
ENSP00000314897,6407
ENSP00000219255,530
ENSP00000386134,14737
ENSP00000356042,10245
ENSP00000316476,6506
ENSP00000378187,13738
ENSP00000255381,1884
ENSP00000319104,6704
ENSP00000310241,6022
ENSP00000386357,14789
ENSP00000373574,13239
ENSP00000417573,16327
ENSP00000367851,12522
ENSP00000005286,17
ENSP00000339881,8447
ENSP00000325018,7180
ENSP00000377233,13599
ENSP00000225573,778
ENSP00000329295,7537
ENSP00000482264,19020
ENSP00000355924,10217
ENSP00000459943,18022
ENSP00000385749,14695
ENSP00000354982,10029
ENSP00000340761,8522
ENSP00000352926,9744
ENSP00000337040,8201
ENSP00000428259,16852
ENSP00000396441,15351
ENSP00000478892,18716
ENSP00000373702,13256
ENSP00000377941,13702
ENSP00000232744,1020
ENSP00000351157,9557
ENSP00000303145,5384
ENSP00000378402,13784
ENSP00000483312,19123
ENSP00000289104,4250
ENSP00000367301,12436
ENSP00000458585,18000
ENSP00000260947,2264
ENSP00000442336,17439
ENSP00000261867,2420
ENSP00000450730,17726
ENSP00000306253,5656
ENSP00000475025,18502
ENSP00000371267,13039
ENSP00000349594,9391
ENSP00000376609,13518
ENSP00000046087,83
ENSP00000368022,12549
ENSP00000409007,15922
ENSP00000325819,7242
ENSP00000369647,12800
ENSP00000333534,7907
ENSP00000359345,10946
ENSP00000381105,14199
ENSP00000351777,9630
ENSP00000302728,5340
ENSP00000419081,16426
ENSP00000309968,6000
ENSP00000364907,12062
ENSP00000350331,9477
ENSP00000456609,17945
ENSP00000386043,14729
ENSP00000240874,1244
ENSP00000356849,10421
ENSP00000482546,19055
ENSP00000361458,11370
ENSP00000370193,12887
ENSP00000295006,4558
ENSP00000363041,11733
ENSP00000364016,11912
ENSP00000248150,1504
ENSP00000295101,4573
ENSP00000199448,227
ENSP00000227638,851
ENSP00000397459,15408
ENSP00000262640,2572
ENSP00000362710,11666
ENSP00000317992,6612
ENSP00000366998,12378
ENSP00000304360,5497
ENSP00000484525,19221
ENSP00000167586,157
ENSP00000228820,885
ENSP00000445366,17563
ENSP00000303960,5457
ENSP00000321656,6910
ENSP00000422969,16650
ENSP00000286788,4151
ENSP00000210060,293
ENSP00000454699,17875
ENSP00000393963,15251
ENSP00000312150,6208
ENSP00000351618,9609
ENSP00000387498,14934
ENSP00000476313,18546
ENSP00000346466,9069
ENSP00000375892,13411
ENSP00000419004,16421
ENSP00000378483,13795
ENSP00000364858,12053
ENSP00000419117,16431
ENSP00000346694,9093
ENSP00000387593,14939
ENSP00000386289,14782
ENSP00000354961,10026
ENSP00000164227,149
ENSP00000355837,10198
ENSP00000391137,15104
ENSP00000456206,17934
ENSP00000297185,4829
ENSP00000321239,6867
ENSP00000279783,3804
ENSP00000264051,2823
ENSP00000314151,6365
ENSP00000262848,2603
ENSP00000410409,15972
ENSP00000240100,1218
ENSP00000301729,5241
ENSP00000430676,16969
ENSP00000370485,12930
ENSP00000300900,5153
ENSP00000381333,14230
ENSP00000240922,1245
ENSP00000331544,7715
ENSP00000290649,4332
ENSP00000357981,10681
ENSP00000274473,3591
ENSP00000309548,5966
ENSP00000362900,11706
ENSP00000311030,6101
ENSP00000361927,11482
ENSP00000384262,14525
ENSP00000478874,18712
ENSP00000166244,154
ENSP00000437271,17224
ENSP00000367830,12517
ENSP00000328854,7500
ENSP00000473553,18463
ENSP00000377971,13709
ENSP00000331901,7755
ENSP00000481684,18972
ENSP00000450731,17727
ENSP00000314615,6395
ENSP00000260762,2259
ENSP00000360365,11164
ENSP00000438040,17255
ENSP00000249647,1558
ENSP00000346921,9112
ENSP00000480043,18819
ENSP00000246792,1451
ENSP00000363524,11829
ENSP00000367942,12540
ENSP00000231509,995
ENSP00000424737,16720
ENSP00000366249,12259
ENSP00000445162,17557
ENSP00000302790,5345
ENSP00000350314,9476
ENSP00000259253,2144
ENSP00000265593,3075
ENSP00000279022,3781
ENSP00000297261,4833
ENSP00000464342,18136
ENSP00000482325,19029
ENSP00000274093,3568
ENSP00000349560,9385
ENSP00000461007,18040
ENSP00000430276,16956
ENSP00000384302,14531
ENSP00000454071,17851
ENSP00000394560,15281
ENSP00000405327,15780
ENSP00000230771,968
ENSP00000347055,9130
ENSP00000303939,5455
ENSP00000355217,10076
ENSP00000363668,11856
ENSP00000446271,17603
ENSP00000360687,11229
ENSP00000320401,6809
ENSP00000319486,6732
ENSP00000293328,4460
ENSP00000299427,5020
ENSP00000305941,5628
ENSP00000477760,18618
ENSP00000357345,10534
ENSP00000356130,10268
ENSP00000368411,12597
ENSP00000381932,14305
ENSP00000400908,15572
ENSP00000283875,4009
ENSP00000263847,2779
ENSP00000226091,809
ENSP00000360613,11215
ENSP00000362562,11632
ENSP00000320217,6790
ENSP00000338671,8333
ENSP00000156626,125
ENSP00000344220,8848
ENSP00000345774,8999
ENSP00000308725,5891
ENSP00000375081,13338
ENSP00000261845,2416
ENSP00000290949,4348
ENSP00000263063,2642
ENSP00000016171,54
ENSP00000309555,5967
ENSP00000355330,10098
ENSP00000379865,14006
ENSP00000360108,11103
ENSP00000482457,19044
ENSP00000335261,8101
ENSP00000415579,16211
ENSP00000378130,13727
ENSP00000247970,1491
ENSP00000311360,6131
ENSP00000258821,2113
ENSP00000360034,11093
ENSP00000384109,14504
ENSP00000411816,16041
ENSP00000332247,7787
ENSP00000480991,18917
ENSP00000391121,15103
ENSP00000376132,13437
ENSP00000293549,4473
ENSP00000260270,2219
ENSP00000262717,2583
ENSP00000347839,9211
ENSP00000463978,18117
ENSP00000262294,2504
ENSP00000360968,11278
ENSP00000411821,16042
ENSP00000394484,15275
ENSP00000355759,10187
ENSP00000430236,16950
ENSP00000008527,35
ENSP00000480132,18828
ENSP00000303507,5419
ENSP00000382815,14395
ENSP00000381070,14190
ENSP00000326649,7313
ENSP00000400252,15537
ENSP00000265362,3048
ENSP00000424198,16699
ENSP00000219406,542
ENSP00000276066,3659
ENSP00000445052,17553
ENSP00000312995,6283
ENSP00000261819,2411
ENSP00000359490,10984
ENSP00000225388,768
ENSP00000369318,12735
ENSP00000216455,417
ENSP00000299339,5014
ENSP00000230340,955
ENSP00000216492,425
ENSP00000325775,7238
ENSP00000385450,14659
ENSP00000451162,17750
ENSP00000387310,14922
ENSP00000397133,15389
ENSP00000251157,1611
ENSP00000340361,8482
ENSP00000262662,2579
ENSP00000298510,4947
ENSP00000427567,16824
ENSP00000407586,15881
ENSP00000380605,14120
ENSP00000410059,15957
ENSP00000481862,18988
ENSP00000339328,8390
ENSP00000322251,6956
ENSP00000254260,1805
ENSP00000427428,16817
ENSP00000233840,1063
ENSP00000356432,10334
ENSP00000308772,5900
ENSP00000358554,10791
ENSP00000386636,14828
ENSP00000222002,654
ENSP00000219197,523
ENSP00000431876,17020
ENSP00000367952,12542
ENSP00000299308,5009
ENSP00000368793,12653
ENSP00000260508,2241
ENSP00000322270,6958
ENSP00000337478,8242
ENSP00000307134,5740
ENSP00000359988,11084
ENSP00000225941,801
ENSP00000265023,2992
ENSP00000369643,12799
ENSP00000367407,12455
ENSP00000360129,11108
ENSP00000302961,5369
ENSP00000259089,2133
ENSP00000287600,4186
ENSP00000239882,1210
ENSP00000255120,1868
ENSP00000356953,10441
ENSP00000378338,13770
ENSP00000305692,5603
ENSP00000385300,14648
ENSP00000332256,7788
ENSP00000338185,8296
ENSP00000421326,16588
ENSP00000361824,11457
ENSP00000376419,13486
ENSP00000386502,14812
ENSP00000364643,12018
ENSP00000382492,14360
ENSP00000306124,5647
ENSP00000304811,5530
ENSP00000268122,3260
ENSP00000265276,3032
ENSP00000370625,12952
ENSP00000326767,7323
ENSP00000361666,11418
ENSP00000359073,10894
ENSP00000393417,15222
ENSP00000433488,17087
ENSP00000429931,16940
ENSP00000216832,442
ENSP00000261254,2300
ENSP00000424566,16713
ENSP00000437968,17253
ENSP00000257408,2000
ENSP00000297785,4889
ENSP00000358272,10733
ENSP00000413520,16113
ENSP00000303015,5372
ENSP00000369820,12831
ENSP00000259006,2125
ENSP00000433427,17084
ENSP00000450607,17724
ENSP00000305260,5565
ENSP00000264454,2894
ENSP00000376056,13430
ENSP00000350425,9494
ENSP00000325002,7178
ENSP00000410339,15968
ENSP00000356771,10400
ENSP00000364589,12004
ENSP00000328511,7476
ENSP00000262030,2448
ENSP00000376808,13538
ENSP00000325355,7202
ENSP00000376345,13474
ENSP00000358784,10830
ENSP00000381984,14313
ENSP00000264249,2859
ENSP00000370748,12971
ENSP00000388107,14963
ENSP00000296181,4701
ENSP00000371341,13052
ENSP00000222718,703
ENSP00000385571,14674
ENSP00000243706,1319
ENSP00000478121,18650
ENSP00000264039,2820
ENSP00000399547,15500
ENSP00000252321,1676
ENSP00000336733,8170
ENSP00000377148,13590
ENSP00000316338,6500
ENSP00000355964,10227
ENSP00000321835,6926
ENSP00000365806,12195
ENSP00000304845,5532
ENSP00000309415,5947
ENSP00000354213,9883
ENSP00000385808,14703
ENSP00000374409,13315
ENSP00000429015,16897
ENSP00000417335,16308
ENSP00000379891,14012
ENSP00000303315,5402
ENSP00000416418,16246
ENSP00000440689,17368
ENSP00000353864,9852
ENSP00000443017,17472
ENSP00000279387,3799
ENSP00000439625,17325
ENSP00000363641,11849
ENSP00000233535,1045
ENSP00000352601,9713
ENSP00000362888,11704
ENSP00000417038,16277
ENSP00000343490,8782
ENSP00000352400,9687
ENSP00000266544,3163
ENSP00000292169,4404
ENSP00000442973,17470
ENSP00000476795,18562
ENSP00000437783,17243
ENSP00000222345,678
ENSP00000321951,6932
ENSP00000360147,11112
ENSP00000350512,9500
ENSP00000324573,7143
ENSP00000262903,2615
ENSP00000482571,19059
ENSP00000364935,12066
ENSP00000375682,13384
ENSP00000354724,9974
ENSP00000259727,2175
ENSP00000266643,3171
ENSP00000393978,15252
ENSP00000463559,18108
ENSP00000427793,16832
ENSP00000252825,1712
ENSP00000369081,12706
ENSP00000269299,3334
ENSP00000319713,6750
ENSP00000441786,17410
ENSP00000201031,241
ENSP00000314099,6361
ENSP00000263780,2770
ENSP00000226574,830
ENSP00000327875,7406
ENSP00000163416,145
ENSP00000367972,12544
ENSP00000373153,13193
ENSP00000356198,10281
ENSP00000295087,4570
ENSP00000248306,1508
ENSP00000286298,4119
ENSP00000382592,14369
ENSP00000262144,2472
ENSP00000470383,18344
ENSP00000260187,2209
ENSP00000388806,14992
ENSP00000234198,1076
ENSP00000378306,13759
ENSP00000304915,5539
ENSP00000381097,14194
ENSP00000373905,13271
ENSP00000343027,8747
ENSP00000364034,11915
ENSP00000477341,18580
ENSP00000480301,18840
ENSP00000306245,5655
ENSP00000266744,3185
ENSP00000448665,17669
ENSP00000284154,4023
ENSP00000408292,15903
ENSP00000378624,13814
ENSP00000368759,12648
ENSP00000291823,4389
ENSP00000328405,7467
ENSP00000304250,5485
ENSP00000035307,70
ENSP00000306678,5698
ENSP00000367208,12422
ENSP00000361748,11438
ENSP00000345341,8955
ENSP00000318355,6646
ENSP00000334329,7998
ENSP00000355402,10110
ENSP00000392065,15149
ENSP00000357552,10566
ENSP00000353508,9809
ENSP00000283268,3989
ENSP00000388169,14965
ENSP00000322788,7000
ENSP00000385523,14670
ENSP00000476767,18559
ENSP00000476046,18531
ENSP00000358414,10755
ENSP00000170564,167
ENSP00000313752,6328
ENSP00000217426,477
ENSP00000411096,16012
ENSP00000393887,15247
ENSP00000216122,370
ENSP00000222572,694
ENSP00000311300,6124
ENSP00000315743,6471
ENSP00000353824,9847
ENSP00000304822,5531
ENSP00000419195,16440
ENSP00000317332,6567
ENSP00000480573,18876
ENSP00000359540,11001
ENSP00000265944,3117
ENSP00000292114,4400
ENSP00000321706,6915
ENSP00000269143,3321
ENSP00000427108,16800
ENSP00000371532,13080
ENSP00000265572,3074
ENSP00000302251,5292
ENSP00000293970,4503
ENSP00000357060,10470
ENSP00000209668,286
ENSP00000483345,19127
ENSP00000298573,4956
ENSP00000040663,78
ENSP00000422626,16643
ENSP00000234420,1086
ENSP00000449404,17691
ENSP00000237275,1136
ENSP00000418661,16392
ENSP00000347032,9125
ENSP00000349396,9364
ENSP00000363804,11876
ENSP00000395083,15301
ENSP00000319622,6741
ENSP00000357801,10638
ENSP00000363232,11767
ENSP00000386942,14876
ENSP00000324343,7128
ENSP00000420270,16523
ENSP00000363081,11742
ENSP00000278742,3759
ENSP00000263955,2797
ENSP00000337731,8261
ENSP00000354610,9946
ENSP00000360672,11225
ENSP00000289746,4276
ENSP00000322088,6942
ENSP00000304697,5521
ENSP00000251241,1615
ENSP00000229214,905
ENSP00000311165,6111
ENSP00000357152,10499
ENSP00000290541,4326
ENSP00000262904,2616
ENSP00000449328,17688
ENSP00000341658,8618
ENSP00000325822,7243
ENSP00000481486,18955
ENSP00000379032,13868
ENSP00000261374,2319
ENSP00000475814,18526
ENSP00000258145,2058
ENSP00000299766,5055
ENSP00000333837,7937
ENSP00000237264,1135
ENSP00000339906,8449
ENSP00000339883,8448
ENSP00000367668,12490
ENSP00000382004,14316
ENSP00000218075,497
ENSP00000378058,13717
ENSP00000012049,46
ENSP00000293599,4474
ENSP00000260818,2262
ENSP00000336702,8165
ENSP00000406873,15853
ENSP00000324419,7132
ENSP00000269856,3366
ENSP00000475750,18525
ENSP00000366800,12345
ENSP00000291576,4376
ENSP00000257245,1991
ENSP00000438209,17263
ENSP00000395012,15300
ENSP00000287820,4199
ENSP00000335153,8089
ENSP00000394936,15297
ENSP00000284770,4057
ENSP00000261735,2393
ENSP00000313318,6302
ENSP00000327801,7401
ENSP00000434614,17130
ENSP00000378288,13754
ENSP00000440428,17355
ENSP00000350708,9515
ENSP00000365256,12116
ENSP00000256497,1947
ENSP00000450482,17718
ENSP00000469981,18325
ENSP00000355866,10201
ENSP00000354006,9864
ENSP00000295228,4590
ENSP00000264318,2869
ENSP00000293350,4462
ENSP00000350549,9503
ENSP00000265562,3070
ENSP00000467740,18246
ENSP00000436812,17210
ENSP00000231487,993
ENSP00000252015,1658
ENSP00000373713,13257
ENSP00000260128,2205
ENSP00000330188,7605
ENSP00000290650,4333
ENSP00000298231,4922
ENSP00000360154,11114
ENSP00000257017,1982
ENSP00000386722,14840
ENSP00000216540,428
ENSP00000299601,5036
ENSP00000425092,16731
ENSP00000459216,18013
ENSP00000418754,16405
ENSP00000239144,1187
ENSP00000369042,12699
ENSP00000357688,10597
ENSP00000369176,12717
ENSP00000230085,949
ENSP00000370083,12875
ENSP00000220058,565
ENSP00000362444,11608
ENSP00000313681,6325
ENSP00000414851,16167
ENSP00000269141,3319
ENSP00000372326,13165
ENSP00000363787,11873
ENSP00000262915,2617
ENSP00000365019,12085
ENSP00000252818,1711
ENSP00000305924,5626
ENSP00000341170,8567
ENSP00000354476,9912
ENSP00000326604,7310
ENSP00000338777,8342
ENSP00000293217,4454
ENSP00000356990,10454
ENSP00000356030,10242
ENSP00000377854,13693
ENSP00000362690,11663
ENSP00000348602,9291
ENSP00000349722,9408
ENSP00000368966,12683
ENSP00000202816,249
ENSP00000361423,11367
ENSP00000263634,2736
ENSP00000001008,2
ENSP00000386212,14769
ENSP00000311977,6190
ENSP00000378505,13800
ENSP00000445002,17551
ENSP00000379457,13943
ENSP00000294485,4531
ENSP00000356234,10291
ENSP00000471754,18397
ENSP00000413001,16089
ENSP00000357069,10474
ENSP00000361704,11424
ENSP00000359664,11031
ENSP00000357979,10679
ENSP00000421828,16606
ENSP00000427279,16808
ENSP00000308925,5910
ENSP00000329127,7521
ENSP00000296220,4704
ENSP00000428518,16869
ENSP00000353072,9762
ENSP00000425561,16744
ENSP00000384092,14502
ENSP00000295269,4595
ENSP00000267163,3202
ENSP00000431603,17011
ENSP00000420194,16514
ENSP00000317790,6599
ENSP00000463080,18091
ENSP00000346599,9082
ENSP00000282356,3939
ENSP00000445077,17554
ENSP00000417464,16315
ENSP00000420914,16565
ENSP00000405330,15781
ENSP00000171111,168
ENSP00000430823,16976
ENSP00000258416,2083
ENSP00000462667,18074
ENSP00000367655,12487
ENSP00000374328,13306
ENSP00000420127,16505
ENSP00000297477,4861
ENSP00000401721,15618
ENSP00000384371,14542
ENSP00000381098,14195
ENSP00000380921,14165
ENSP00000341021,8551
ENSP00000361392,11360
ENSP00000259335,2147
ENSP00000382731,14383
ENSP00000356954,10442
ENSP00000240328,1225
ENSP00000407818,15889
ENSP00000295759,4644
ENSP00000362179,11547
ENSP00000358262,10731
ENSP00000392718,15188
ENSP00000331636,7725
ENSP00000316512,6510
ENSP00000269703,3359
ENSP00000484824,19249
ENSP00000327513,7376
ENSP00000383199,14427
ENSP00000307508,5778
ENSP00000264072,2828
ENSP00000437489,17230
ENSP00000337889,8274
ENSP00000247706,1482
ENSP00000256429,1936
ENSP00000481006,18919
ENSP00000484789,19245
ENSP00000360436,11178
ENSP00000379712,13984
ENSP00000301887,5256
ENSP00000409382,15936
ENSP00000429084,16902
ENSP00000359171,10911
ENSP00000289547,4271
ENSP00000433146,17072
ENSP00000235090,1099
ENSP00000382086,14323
ENSP00000229340,922
ENSP00000259037,2129
ENSP00000378769,13832
ENSP00000217173,458
ENSP00000422607,16641
ENSP00000228506,872
ENSP00000464317,18133
ENSP00000287641,4187
ENSP00000292314,4411
ENSP00000330631,7645
ENSP00000376872,13547
ENSP00000481728,18977
ENSP00000367299,12434
ENSP00000302413,5303
ENSP00000449089,17682
ENSP00000339467,8403
ENSP00000324122,7109
ENSP00000271640,3443
ENSP00000254950,1853
ENSP00000399709,15507
ENSP00000352706,9728
ENSP00000419542,16472
ENSP00000285928,4103
ENSP00000358921,10865
ENSP00000168148,159
ENSP00000305926,5627
ENSP00000472469,18417
ENSP00000415332,16200
ENSP00000480986,18915
ENSP00000338533,8322
ENSP00000374071,13285
ENSP00000382177,14331
ENSP00000309610,5976
ENSP00000257860,2029
ENSP00000320886,6844
ENSP00000322450,6974
ENSP00000332413,7802
ENSP00000242776,1285
ENSP00000242576,1279
ENSP00000398632,15461
ENSP00000368880,12669
ENSP00000380718,14135
ENSP00000351273,9569
ENSP00000328598,7484
ENSP00000391088,15101
ENSP00000238788,1176
ENSP00000300584,5130
ENSP00000323867,7088
ENSP00000199936,232
ENSP00000253107,1738
ENSP00000342136,8670
ENSP00000415430,16201
ENSP00000368965,12682
ENSP00000261402,2325
ENSP00000325240,7193
ENSP00000355675,10175
ENSP00000414906,16173
ENSP00000261596,2364
ENSP00000410402,15971
ENSP00000319169,6709
ENSP00000462521,18070
ENSP00000400142,15531
ENSP00000296444,4734
ENSP00000453793,17839
ENSP00000396722,15366
ENSP00000394624,15283
ENSP00000371711,13103
ENSP00000357005,10458
ENSP00000295797,4648
ENSP00000368140,12562
ENSP00000370460,12927
ENSP00000438875,17293
ENSP00000256682,1960
ENSP00000164305,150
ENSP00000346240,9048
ENSP00000464275,18132
ENSP00000264187,2846
ENSP00000297071,4816
ENSP00000360502,11194
ENSP00000359364,10951
ENSP00000420213,16518
ENSP00000188790,204
ENSP00000308944,5913
ENSP00000334851,8049
ENSP00000217109,452
ENSP00000295640,4624
ENSP00000437738,17241
ENSP00000379140,13885
ENSP00000315152,6427
ENSP00000352572,9711
ENSP00000349003,9325
ENSP00000226218,813
ENSP00000358677,10805
ENSP00000270172,3384
ENSP00000337255,8218
ENSP00000422887,16646
ENSP00000360316,11157
ENSP00000225371,766
ENSP00000307607,5789
ENSP00000261332,2312
ENSP00000216605,431
ENSP00000360366,11165
ENSP00000387176,14904
ENSP00000341992,8654
ENSP00000362751,11678
ENSP00000356574,10365
ENSP00000265403,3056
ENSP00000371419,13064
ENSP00000431418,17004
ENSP00000296589,4764
ENSP00000369129,12710
ENSP00000361608,11402
ENSP00000354920,10017
ENSP00000416750,16265
ENSP00000325564,7221
ENSP00000381003,14176
ENSP00000239666,1207
ENSP00000369399,12752
ENSP00000265382,3053
ENSP00000380437,14094
ENSP00000263640,2739
ENSP00000379709,13983
ENSP00000381302,14229
ENSP00000307940,5823
ENSP00000321729,6917
ENSP00000398698,15465
ENSP00000444628,17533
ENSP00000326031,7260
ENSP00000376333,13471
ENSP00000288139,4218
ENSP00000358753,10822
ENSP00000304331,5493
ENSP00000448955,17677
ENSP00000377771,13674
ENSP00000359727,11047
ENSP00000388241,14968
ENSP00000263735,2763
ENSP00000351686,9620
ENSP00000264832,2956
ENSP00000229195,904
ENSP00000428280,16854
ENSP00000249636,1557
ENSP00000222254,670
ENSP00000441954,17425
ENSP00000477725,18617
ENSP00000336747,8173
ENSP00000451291,17759
ENSP00000242351,1273
ENSP00000244230,1342
ENSP00000002125,4
ENSP00000401371,15594
ENSP00000001146,3
ENSP00000309198,5936
ENSP00000479101,18732
ENSP00000336528,8155
ENSP00000416984,16273
ENSP00000371219,13033
ENSP00000370745,12970
ENSP00000364412,11974
ENSP00000367570,12476
ENSP00000324856,7168
ENSP00000290765,4338
ENSP00000259953,2194
ENSP00000275884,3654
ENSP00000389252,15022
ENSP00000360157,11115
ENSP00000301141,5174
ENSP00000427661,16825
ENSP00000348645,9295
ENSP00000295688,4631
ENSP00000351022,9540
ENSP00000254301,1807
ENSP00000366827,12348
ENSP00000418447,16383
ENSP00000422533,16637
ENSP00000276692,3696
ENSP00000346027,9024
ENSP00000369547,12776
ENSP00000392985,15198
ENSP00000216330,403
ENSP00000274000,3561
ENSP00000317714,6595
ENSP00000355124,10056
ENSP00000331479,7710
ENSP00000480405,18855
ENSP00000255631,1895
ENSP00000405965,15808
ENSP00000309539,5964
ENSP00000366395,12288
ENSP00000251102,1606
ENSP00000341045,8556
ENSP00000360753,11238
ENSP00000260197,2211
ENSP00000366525,12310
ENSP00000371936,13131
ENSP00000377015,13569
ENSP00000359579,11012
ENSP00000383274,14438
ENSP00000313829,6335
ENSP00000357705,10602
ENSP00000379678,13972
ENSP00000255409,1887
ENSP00000441497,17400
ENSP00000358365,10747
ENSP00000262971,2630
ENSP00000354739,9978
ENSP00000226193,811
ENSP00000221486,621
ENSP00000413697,16122
ENSP00000477688,18610
ENSP00000385410,14655
ENSP00000320679,6833
ENSP00000377428,13627
ENSP00000397900,15421
ENSP00000383232,14434
ENSP00000274364,3584
ENSP00000370968,12998
ENSP00000425093,16732
ENSP00000366682,12335
ENSP00000427882,16837
ENSP00000013807,51
ENSP00000261037,2275
ENSP00000386532,14815
ENSP00000353496,9808
ENSP00000232217,1010
ENSP00000257829,2027
ENSP00000352185,9668
ENSP00000451040,17744
ENSP00000411593,16036
ENSP00000402373,15653
ENSP00000389176,15017
ENSP00000348056,9236
ENSP00000377700,13665
ENSP00000386069,14731
ENSP00000382379,14352
ENSP00000221957,647
ENSP00000379133,13883
ENSP00000327145,7347
ENSP00000351926,9643
ENSP00000385675,14682
ENSP00000252242,1670
ENSP00000362268,11564
ENSP00000405577,15792
ENSP00000390722,15092
ENSP00000322170,6946
ENSP00000314508,6387
